name,score,total_runtime,type,episodes,duration_minutes
Valkyrie Drive: Mermaid Specials,6.22,12.0,Special,6.0,2.0
Gakusen Toshi Asterisk 2nd Season,7.3,288.0,TV,12.0,24.0
Nanairo Kakumei,5.91,3.0,Special,3.0,1.0
Chicchana Onaka,6.43,48.0,OVA,3.0,16.0
Magi: Sinbad no Bouken (TV),8.1,312.0,TV,13.0,24.0
Dochamon Junior,4.66,144.0,TV,16.0,9.0
Oshiri Kajiri Mushi (TV) 4th Season,5.47,50.0,TV,10.0,5.0
Ganbare! Lulu Lolo 3rd Season,6.0,50.0,TV,10.0,5.0
Nejimaki Seirei Senki: Tenkyou no Alderamin,7.87,299.0,TV,13.0,23.0
Amanchu!,7.34,276.0,TV,12.0,23.0
One Punch Man Specials,7.85,72.0,Special,6.0,12.0
Neko nanka Yondemo Konai.,5.98,12.0,TV,12.0,1.0
Yowamushi Pedal: New Generation,7.82,575.0,TV,25.0,23.0
Ero Manga! H mo Manga mo Step-up♪,6.89,60.0,OVA,2.0,30.0
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,5.93,288.0,TV,12.0,24.0
Mahou Shoujo Nante Mou Ii Desukara.,5.98,48.0,TV,12.0,4.0
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",6.57,18.0,Special,6.0,3.0
Kiznaiver,7.56,288.0,TV,12.0,24.0
Kuma Miko,6.33,288.0,TV,12.0,24.0
Amakano,6.96,56.0,OVA,4.0,14.0
"Kono Danshi, Mahou ga Oshigoto Desu.",7.17,28.0,TV,4.0,7.0
Arslan Senki (TV): Fuujin Ranbu,7.6,192.0,TV,8.0,24.0
Comet Lucifer: Garden Indigo no Shasou kara,6.14,24.0,Special,12.0,2.0
Ze Tian Ji,6.91,195.0,ONA,13.0,15.0
Masou Gakuen HxH,6.4,288.0,TV,12.0,24.0
Ojisan to Marshmallow,6.67,36.0,TV,12.0,3.0
Hai to Gensou no Grimgar,7.81,288.0,TV,12.0,24.0
Tenchi Muyou! Ryououki 4th Season,6.82,116.0,OVA,4.0,29.0
Kare Baka: Wagahai no Kare wa Baka de R,5.94,40.0,ONA,8.0,5.0
Bakuon!! OVA,6.4,46.0,OVA,2.0,23.0
Mahoutsukai Precure!,7.1,1200.0,TV,50.0,24.0
Majuu Jouka Shoujo Utea,6.76,64.0,OVA,4.0,16.0
Dropout,7.21,34.0,OVA,2.0,17.0
Nurse Witch Komugi-chan R,5.98,264.0,TV,12.0,22.0
The Legend of Huainanzi,6.22,572.0,TV,26.0,22.0
The Legend of Huainanzi 2nd Season,7.0,572.0,TV,26.0,22.0
Robocar Poli,5.08,286.0,TV,26.0,11.0
Big Order (TV),5.54,240.0,TV,10.0,24.0
Shoujo-tachi wa Kouya wo Mezasu,6.39,288.0,TV,12.0,24.0
Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,7.41,12.0,Special,4.0,3.0
Monchhichiisu,6.15,20.0,TV,20.0,1.0
Full Metal Panic! Invisible Victory,7.66,288.0,TV,12.0,24.0
JoJo no Kimyou na Bouken: Diamond wa Kudakenai,8.64,897.0,TV,39.0,23.0
Kono Bijutsubu ni wa Mondai ga Aru!,7.39,288.0,TV,12.0,24.0
New Game!,7.73,288.0,TV,12.0,24.0
Boku no Hero Academia,8.42,312.0,TV,13.0,24.0
Ba La La Xiao Mo Xian Zhi: Qiji Wubu,5.83,1248.0,TV,52.0,24.0
Mobile Suit Gundam Thunderbolt,7.96,72.0,ONA,4.0,18.0
Hibike! Euphonium 2,8.29,299.0,TV,13.0,23.0
Yami Shibai 3,6.31,52.0,TV,13.0,4.0
Hakuouki: Otogisoushi,6.66,36.0,TV,12.0,3.0
Oshiete! Galko-chan,7.18,84.0,TV,12.0,7.0
Ajin OVA,7.38,63.0,OVA,3.0,21.0
Secret Journey,6.26,40.0,OVA,2.0,20.0
Bubuki Buranki,6.38,288.0,TV,12.0,24.0
Seikaisuru Kado,6.96,276.0,TV,12.0,23.0
Show By Rock!! #,7.08,276.0,TV,12.0,23.0
Show By Rock!! Short!!,6.41,36.0,TV,12.0,3.0
Kyonyuu Hitozuma Onna Kyoushi Saimin,7.1,32.0,OVA,2.0,16.0
Luck & Logic,6.21,288.0,TV,12.0,24.0
"Watashitachi, Luck Logic-bu!",5.35,12.0,TV,12.0,1.0
Tanaka-kun wa Itsumo Kedaruge,8.01,288.0,TV,12.0,24.0
Reikenzan: Hoshikuzu-tachi no Utage,7.22,288.0,TV,12.0,24.0
Sousei no Onmyouji,7.42,1200.0,TV,50.0,24.0
Narara Superboard,6.17,1188.0,TV,54.0,22.0
Toshi Souzou Gakubu Shoukai,5.43,4.0,ONA,2.0,2.0
Peeping Life x Kids Station,4.23,6.0,Special,3.0,2.0
Tatsunoko Pro x Peeping Life,5.18,8.0,ONA,2.0,4.0
Senki Zesshou Symphogear GX: Senki Zesshou Shinai Symphogear,7.01,32.0,Special,4.0,8.0
Closers: Side Blacklambs,6.88,132.0,ONA,12.0,11.0
Ange Vierge,6.12,276.0,TV,12.0,23.0
Shounen Maid,7.39,288.0,TV,12.0,24.0
Mob Psycho 100,8.5,288.0,TV,12.0,24.0
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.61,288.0,TV,12.0,24.0
Junjou Shoujo Et Cetera Specials,6.41,8.0,Special,2.0,4.0
Koukaku no Pandora,6.58,288.0,TV,12.0,24.0
Choujikuu Seiki Orguss Memorial,5.05,100.0,OVA,2.0,50.0
Robocar Poli 2,5.27,286.0,TV,26.0,11.0
Teekyuu 7,6.78,24.0,TV,12.0,2.0
Xi You Ji,7.14,1144.0,TV,52.0,22.0
"Watashi wa, Kairaku Izonshou",6.23,40.0,OVA,2.0,20.0
Shinsei: Futanari Idol - Dekatama-kei!,6.69,56.0,OVA,2.0,28.0
Kuromukuro,7.33,624.0,TV,26.0,24.0
Masamune Datenicle,6.05,16.0,ONA,,16.0
Renai Boukun,6.88,276.0,TV,12.0,23.0
Koyomimonogatari,7.77,168.0,ONA,12.0,14.0
Dies Irae,5.49,253.0,TV,11.0,23.0
Ketsuekigata-kun! 4,6.41,24.0,TV,12.0,2.0
Shokugeki no Souma: Ni no Sara,8.44,312.0,TV,13.0,24.0
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,6.46,288.0,TV,12.0,24.0
Tabi Machi Late Show,6.24,28.0,TV,4.0,7.0
Concrete Revolutio: Choujin Gensou - The Last Song,7.13,264.0,TV,11.0,24.0
Aishen Qiaokeli-ing...,7.19,195.0,ONA,15.0,13.0
Bonobono (2016),6.39,5.0,TV,,5.0
Toshi Densetsu Series,7.57,19.0,OVA,,19.0
Qualidea Code,6.64,276.0,TV,12.0,23.0
Gintama°: Aizome Kaori-hen,8.47,52.0,OVA,2.0,26.0
D.Gray-man Hallow,7.89,312.0,TV,13.0,24.0
Berserk,6.67,288.0,TV,12.0,24.0
Osomatsu-san Short Film Series,6.61,14.0,Special,7.0,2.0
Marshmallow★Imouto★Succubus★,6.88,30.0,OVA,2.0,15.0
Clockwork Planet,6.58,288.0,TV,12.0,24.0
"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)",4.41,6.0,ONA,2.0,3.0
Shinmai Maou no Testament Burst Specials,7.09,20.0,Special,5.0,4.0
Dimension W: W no Tobira Online,5.69,15.0,Special,5.0,3.0
Chibinacs,5.62,75.0,TV,25.0,3.0
Chibinacs 2.0,4.5,75.0,TV,25.0,3.0
Chibinacs 3,4.47,75.0,TV,25.0,3.0
Pretty x Cation The Animation,7.3,60.0,OVA,2.0,30.0
Mayoiga,5.64,288.0,TV,12.0,24.0
Nora to Oujo to Noraneko Heart,5.43,33.0,TV,11.0,3.0
Usakame,5.85,36.0,TV,12.0,3.0
Love Live! The School Idol Movie: Gekijou Manner CM,6.41,4.0,Movie,4.0,1.0
Cheer Danshi!!,6.82,288.0,TV,12.0,24.0
A-Size Classmate,5.9,34.0,OVA,2.0,17.0
Kanojo to Kanojo no Neko: Everything Flows,7.76,28.0,TV,4.0,7.0
Days (TV),7.3,576.0,TV,24.0,24.0
BlazBlue: Alter Memory Specials,6.33,96.0,Special,6.0,16.0
Shoujo kara Shoujo e...,7.02,32.0,OVA,2.0,16.0
Love Live! Sunshine!!,7.52,312.0,TV,13.0,24.0
Sakamoto Desu ga?,7.67,288.0,TV,12.0,24.0
Lu Shidai 2nd Season,7.08,156.0,ONA,13.0,12.0
Stella no Mahou,6.91,276.0,TV,12.0,23.0
Zombie Clay Animation: I'm Stuck!!,4.27,12.0,ONA,4.0,3.0
Ryuuzou to Shichinin no Kobun-tachi x Frogman,4.33,5.0,ONA,5.0,1.0
Kamiwaza Wanda,5.03,1128.0,TV,47.0,24.0
Shounen Ashibe: Go! Go! Goma-chan,6.11,288.0,TV,32.0,9.0
Neko Neko Nihonshi,6.27,288.0,TV,32.0,9.0
Uniminipet,6.53,520.0,TV,26.0,20.0
Duel Masters VSRF,5.53,1224.0,TV,51.0,24.0
Telemonster,6.06,104.0,TV,52.0,2.0
Shoujo Ramune,7.39,76.0,OVA,4.0,19.0
Taeng-gu & Ulasyong,5.85,572.0,TV,26.0,22.0
Seisen Cerberus: Ryuukoku no Fatalités,5.75,312.0,TV,13.0,24.0
The Snack World (TV),6.15,1150.0,TV,50.0,23.0
12-sai.: Chicchana Mune no Tokimeki,6.56,288.0,TV,12.0,24.0
Okusama ga Seitokaichou!+!,6.79,96.0,TV,12.0,8.0
Onigiri,5.43,52.0,TV,13.0,4.0
Gi(a)rlish Number,6.96,288.0,TV,12.0,24.0
Endride,5.76,552.0,TV,24.0,23.0
Elsword: El-ui Yeoin,6.31,132.0,ONA,12.0,11.0
Youjo Senki,8.13,288.0,TV,12.0,24.0
Coral no Tanken,5.78,1250.0,TV,50.0,25.0
Nowisee,6.64,96.0,Music,24.0,4.0
Handa-kun,7.46,288.0,TV,12.0,24.0
Petit Petit Muse,6.25,650.0,TV,26.0,25.0
Tama & Friends: Uchi no Tama Shirimasenka?,6.88,1.0,TV,,1.0
Bananya,6.79,39.0,TV,13.0,3.0
Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,7.27,64.0,OVA,4.0,16.0
Battle Spirits: Double Drive,6.02,1224.0,TV,51.0,24.0
Udon no Kuni no Kiniro Kemari,7.79,264.0,TV,12.0,22.0
Uchuu Patrol Luluco,7.68,91.0,TV,13.0,7.0
Kagewani: Shou,6.52,91.0,TV,13.0,7.0
Keijo!!!!!!!!,7.26,276.0,TV,12.0,23.0
Flowering Heart,6.43,338.0,TV,26.0,13.0
Fukigen na Mononokean,7.46,312.0,TV,13.0,24.0
Ozmafia!!,5.5,60.0,TV,12.0,5.0
Monster Musume no Iru Nichijou OVA,7.32,48.0,OVA,2.0,24.0
Jewelpet: Attack Chance!?,5.9,12.0,ONA,3.0,4.0
Aikatsu Stars!,7.76,2400.0,TV,100.0,24.0
Orange,7.71,312.0,TV,13.0,24.0
Puzzle & Dragons Cross,6.73,2136.0,TV,89.0,24.0
Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,6.08,144.0,Special,6.0,24.0
Future Card Buddyfight Triple D,6.54,1173.0,TV,51.0,23.0
Mobile Suit Gundam Unicorn RE:0096,7.57,506.0,TV,22.0,23.0
Tokio Heidi: Mainichi no Kodomo Uta,4.8,2.0,ONA,,2.0
Cardfight!! Vanguard G: Stride Gate-hen,6.92,576.0,TV,24.0,24.0
Nyanbo!,6.35,130.0,TV,26.0,5.0
Xiong Chumo,4.42,1352.0,TV,104.0,13.0
Xiong Chumo Zhi: Huanqiu Da Maoxian,4.38,1352.0,TV,104.0,13.0
Xiong Chumo Zhi: Conglin Zongdongyuan,4.13,1352.0,TV,104.0,13.0
Xiong Chumo Zhi: Chunri Dui Dui Peng,4.08,676.0,TV,52.0,13.0
Xiong Chumo Zhi: Dongri Le Fantian,4.43,676.0,TV,52.0,13.0
Amaama to Inazuma,7.56,288.0,TV,12.0,24.0
Nobunaga no Shinobi,7.1,78.0,TV,26.0,3.0
Chou Shounen Tanteidan Neo,5.07,52.0,TV,13.0,4.0
Nudist Beach ni Shuugaku Ryokou de!! The Animation,6.95,48.0,OVA,2.0,24.0
Senki Zesshou Symphogear AXZ,7.67,312.0,TV,13.0,24.0
Wonderland,3.97,2.0,Music,2.0,1.0
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,7.88,40.0,ONA,8.0,5.0
JK to Ero Konbini Tenchou,6.77,108.0,OVA,6.0,18.0
Brave Witches,6.88,276.0,TV,12.0,23.0
Bungou Stray Dogs 2nd Season,8.3,276.0,TV,12.0,23.0
Energy Kyouka!!,7.04,36.0,OVA,2.0,18.0
Nameko: Sekai no Tomodachi,4.7,3.0,TV,,3.0
ēlDLIVE,6.27,288.0,TV,12.0,24.0
Tiger Mask W,7.07,874.0,TV,38.0,23.0
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.11,300.0,TV,12.0,25.0
Himitsukessha Taka no Tsume GT,5.48,282.0,ONA,47.0,6.0
Chijoku no Seifuku,6.96,26.0,OVA,2.0,13.0
Seishun Anime Zenshuu Specials,5.59,46.0,Special,2.0,23.0
Watashi ga Motete Dousunda,7.37,276.0,TV,12.0,23.0
Eromanga-sensei,6.83,276.0,TV,12.0,23.0
Mahoutsukai no Yome: Hoshi Matsu Hito,8.23,69.0,OVA,3.0,23.0
Bishoujo Yuugi Unit Crane Game Girls,4.43,52.0,TV,13.0,4.0
Urara Meirochou,7.19,288.0,TV,12.0,24.0
Fairy Tail OVA (2016),7.47,81.0,OVA,3.0,27.0
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.97,240.0,TV,10.0,24.0
Gin no Guardian,6.34,156.0,TV,12.0,13.0
Kono Subarashii Sekai ni Shukufuku wo! 2,8.37,230.0,TV,10.0,23.0
CoCO & NiCO,5.5,39.0,TV,39.0,1.0
Battery,5.78,253.0,TV,11.0,23.0
Fune wo Amu,7.68,242.0,TV,11.0,22.0
Kuzu no Honkai,7.53,264.0,TV,12.0,22.0
Rokudenashi Majutsu Koushi to Akashic Records,7.36,288.0,TV,12.0,24.0
Flying Witch Petit,6.0,18.0,ONA,9.0,2.0
Aware! Meisaku-kun,4.2,5.0,TV,,5.0
Mirai no Watashi,6.27,2.0,ONA,2.0,1.0
Regalia: The Three Sacred Stars,6.02,312.0,TV,13.0,24.0
Occultic;Nine,7.04,288.0,TV,12.0,24.0
Aggressive Retsuko,7.69,100.0,TV,100.0,1.0
Flip Flappers,7.75,299.0,TV,13.0,23.0
Hand Shakers,5.66,276.0,TV,12.0,23.0
Imakara Atashi......,6.3,38.0,OVA,2.0,19.0
Natsume Yuujinchou Go,8.63,253.0,TV,11.0,23.0
Yuri!!! on Ice,8.14,276.0,TV,12.0,23.0
91 Days,7.88,288.0,TV,12.0,24.0
"Neko mo, Onda-ke",4.82,12.0,TV,12.0,1.0
Panpaka Pants W-O-New!,4.28,130.0,TV,26.0,5.0
Mahou Shoujo Ikusei Keikaku,7.1,288.0,TV,12.0,24.0
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,6.01,60.0,ONA,12.0,5.0
Island,6.52,276.0,TV,12.0,23.0
Super Lovers OVA,7.72,46.0,OVA,2.0,23.0
Katsugeki/Touken Ranbu,6.8,299.0,TV,13.0,23.0
Reikenzan: Eichi e no Shikaku,7.04,288.0,TV,12.0,24.0
Touken Ranbu: Hanamaru,6.89,288.0,TV,12.0,24.0
Time Bokan 24,5.87,552.0,TV,24.0,23.0
Infini-T Force,6.59,264.0,TV,12.0,22.0
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.72,253.0,TV,11.0,23.0
Shakunetsu no Takkyuu Musume,7.15,288.0,TV,12.0,24.0
Starmyu OVA,7.25,46.0,OVA,2.0,23.0
Tsukiuta. The Animation,7.04,312.0,TV,13.0,24.0
Nuwa Chengzhang Riji,6.41,270.0,ONA,30.0,9.0
Bubuki Buranki: Hoshi no Kyojin,6.95,276.0,TV,12.0,23.0
Dream Festival!,6.91,276.0,ONA,12.0,23.0
B-Project: Kodou*Ambitious,6.76,288.0,TV,12.0,24.0
Fate/Extra: Last Encore,6.44,240.0,TV,10.0,24.0
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,8.27,600.0,TV,25.0,24.0
Buddy Go!,6.42,3.0,Special,3.0,1.0
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,8.0,650.0,OVA,26.0,25.0
Lupin III (2015) Specials,7.29,50.0,Special,2.0,25.0
Meikyoku to Dai Sakkyokka Monogatari,5.36,198.0,OVA,9.0,22.0
Brotherhood: Final Fantasy XV,7.09,70.0,ONA,5.0,14.0
Wa Wa Wa Wappi-chan,5.64,780.0,TV,26.0,30.0
Wa Wa Wa Wappi-chan 2nd Season,5.1,780.0,TV,26.0,30.0
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,4.29,39.0,TV,13.0,3.0
Uchuu Neko: Mardock no Bouken,4.97,8.0,ONA,4.0,2.0
Kemono Friends,7.69,288.0,TV,12.0,24.0
Planetarian: Chiisana Hoshi no Yume,7.59,90.0,ONA,5.0,18.0
WWW.Working!!,7.53,299.0,TV,13.0,23.0
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,8.84,288.0,TV,12.0,24.0
Washimo 4th Season,4.94,440.0,TV,44.0,10.0
Zekkyou Gakkyuu: Tensei,5.5,2.0,Special,2.0,1.0
Scared Rider Xechs,5.3,288.0,TV,12.0,24.0
Kuma Miko Specials,6.56,32.0,Special,2.0,16.0
Pâtisserie no Monster,5.03,4.0,ONA,4.0,1.0
Koto Nakare Hero Gingerman,4.5,36.0,TV,12.0,3.0
Shiiku x Kanojo: Tenshi no Kousoku-hen,5.74,64.0,OVA,4.0,16.0
Kurogane no Linebarrels Picture Drama,6.14,45.0,Special,9.0,5.0
Joker Game: Kuroneko Yoru no Bouken,6.7,8.0,Special,2.0,4.0
Re:Zero kara Hajimeru Break Time,6.74,22.0,Special,11.0,2.0
Houkago Initiation,6.38,40.0,OVA,2.0,20.0
Osiris no Tenbin: Season 2,5.81,66.0,ONA,11.0,6.0
Tanaka-kun wa Itsumo Kedaruge Specials,7.45,28.0,Special,7.0,4.0
Musaigen no Phantom World: Limitless Phantom World,6.37,42.0,Special,7.0,6.0
Mashou no Nie 3,6.55,60.0,OVA,2.0,30.0
Sansha Sanyou Specials,6.74,18.0,Special,3.0,6.0
Battle Girl High School,5.9,276.0,TV,12.0,23.0
Sore Ike! Sabuibo Mask,5.0,8.0,TV,8.0,1.0
Kishibe Rohan wa Ugokanai,7.41,46.0,OVA,2.0,23.0
Shi Wan Ge Leng Xiaohua,6.22,84.0,ONA,12.0,7.0
Shi Wan Ge Leng Xiaohua 2nd Season,5.82,130.0,ONA,13.0,10.0
Shi Wan Ge Leng Xiaohua Di 3rd Season,6.8,490.0,ONA,49.0,10.0
Lostorage Incited WIXOSS,6.78,276.0,TV,12.0,23.0
Shounen Ashibe Anzen Kyouiku Anime,5.67,28.0,OVA,2.0,14.0
Fukumenkei Noise,7.15,276.0,TV,12.0,23.0
Kobayashi-san Chi no Maid Dragon,8.17,312.0,TV,13.0,24.0
Utawarerumono: Itsuwari no Kamen Specials,6.7,24.0,Special,2.0,12.0
Huyao Xiao Hongniang: Wangquan Fugui,7.68,210.0,ONA,14.0,15.0
Onizushi,5.67,12.0,ONA,3.0,4.0
Fudanshi Koukou Seikatsu,6.65,36.0,TV,12.0,3.0
Mobile Suit Gundam-san (ONA),6.21,30.0,ONA,15.0,2.0
Kotowaza Gundam-san,6.08,17.0,ONA,17.0,1.0
Fella Hame Lips,7.24,32.0,OVA,2.0,16.0
Koneko no Chi: Ponponra Daibouken,6.9,612.0,TV,51.0,12.0
Honobono Log,7.47,20.0,TV,10.0,2.0
Kiitarou Shounen no Youkai Enikki,6.47,48.0,TV,12.0,4.0
Ame-iro Cocoa in Hawaii,4.78,24.0,TV,12.0,2.0
Tsubasa to Hotaru (2016),6.48,3.0,Special,3.0,1.0
Ajin 2nd Season,7.86,312.0,TV,13.0,24.0
Arslan Senki (TV) OVA,7.03,48.0,OVA,2.0,24.0
Saiki Kusuo no Ψ-nan,8.56,600.0,TV,120.0,5.0
Chobitto Zukan,4.5,260.0,TV,52.0,5.0
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,7.9,240.0,OVA,8.0,30.0
Nanocore,6.28,210.0,ONA,10.0,21.0
Jinxiu Shenzhou Zhi Qi You Ji,5.75,13.0,TV,,13.0
Nanocore 2nd Season,6.89,230.0,ONA,10.0,23.0
Onara Gorou,5.61,39.0,TV,13.0,3.0
Nanocore: NG Scenes - Nano's Daily Life,5.05,6.0,ONA,2.0,3.0
Strike the Blood II,7.28,200.0,OVA,8.0,25.0
Gra-P & Rodeo II,3.94,54.0,TV,27.0,2.0
Pinkerton,6.7,60.0,OVA,3.0,20.0
Magic-Kyun! Renaissance,7.26,299.0,TV,13.0,23.0
Manga Kotowaja Jiten,5.94,2200.0,TV,88.0,25.0
Hua Jianghu Zhi Ling Zhu,6.95,779.0,ONA,41.0,19.0
Jie Mo Ren,6.4,182.0,ONA,14.0,13.0
Peach Command Shin Momotarou Densetsu,6.47,600.0,TV,24.0,25.0
Digimon Universe: Appli Monsters,6.75,1248.0,TV,52.0,24.0
JK Bitch ni Shiboraretai,7.31,30.0,OVA,2.0,15.0
ACCA: 13-ku Kansatsu-ka,7.72,288.0,TV,12.0,24.0
Zhongguo Jingqi Xiansheng,6.67,630.0,ONA,63.0,10.0
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,6.57,288.0,TV,12.0,24.0
Zhen Hun Jie,7.91,336.0,ONA,24.0,14.0
Violet Evergarden,8.6,299.0,TV,13.0,23.0
Cardcaptor Sakura: Clear Card-hen,7.91,550.0,TV,22.0,25.0
Wo Jiao Bai Xiaofei,6.54,429.0,ONA,39.0,11.0
Starmyu 2nd Season,7.48,288.0,TV,12.0,24.0
Toukiden 2,5.73,3.0,ONA,3.0,1.0
Atom: The Beginning,6.93,300.0,TV,12.0,25.0
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",6.29,552.0,TV,24.0,23.0
Ippou Nippon Mukashibanashi,4.32,36.0,ONA,12.0,3.0
Gakuen Handsome,6.47,36.0,TV,12.0,3.0
Mahou Shoujo? Naria☆Girls,3.83,96.0,TV,12.0,8.0
Hua Jiang Hu Zhi Bu Liang Ren,7.5,810.0,ONA,54.0,15.0
Neko Konogoro,4.09,1.0,TV,,1.0
Otona no Ikkyuu-san,4.32,65.0,TV,13.0,5.0
Shiritsu Liyon Gakuen,5.5,17.0,ONA,17.0,1.0
Super Lovers 2,7.67,240.0,TV,10.0,24.0
12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.77,288.0,TV,12.0,24.0
Hitori no Shita: The Outcast,6.78,288.0,TV,12.0,24.0
Oscar's Oasis,5.91,624.0,TV,78.0,8.0
Shuumatsu no Izetta,6.82,300.0,TV,12.0,25.0
Heybot!,5.86,1150.0,TV,50.0,23.0
Luo Xiao Hei Zhan Ji,7.57,7.0,ONA,,7.0
Huyao Xiao Hongniang: Yue Hong,7.78,182.0,ONA,13.0,14.0
Piace: Watashi no Italian,5.9,48.0,TV,12.0,4.0
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,6.85,30.0,Special,6.0,5.0
Bernard-jou Iwaku.,6.02,36.0,TV,12.0,3.0
Tokyo Futago Athletic,6.97,48.0,TV,8.0,6.0
Busou Shoujo Machiavellianism,7.12,276.0,TV,12.0,23.0
UQ Holder!: Mahou Sensei Negima! 2,7.15,276.0,TV,12.0,23.0
Muzumuzu Eighteen,6.13,40.0,TV,20.0,2.0
Boku no Hero Academia 2nd Season,8.71,575.0,TV,25.0,23.0
Masamune-kun no Revenge,7.02,288.0,TV,12.0,24.0
Little Witch Academia (TV),8.09,600.0,TV,25.0,24.0
Kaitou Joker 4th Season,7.42,312.0,TV,13.0,24.0
Acerola-chan,5.44,9.0,ONA,3.0,3.0
Go Go Smile Anime,4.61,6.0,Special,6.0,1.0
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,7.84,288.0,TV,12.0,24.0
Tsumamigui 3 The Animation,7.19,52.0,OVA,2.0,26.0
Ao no Exorcist: Kyoto Fujouou-hen,7.66,288.0,TV,12.0,24.0
Si Ling Bianma: Zhi Shijie Caozong Zhe,5.49,108.0,ONA,12.0,9.0
Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,6.3,6.0,ONA,6.0,1.0
Kubbe Kort Animasjon,5.42,48.0,ONA,24.0,2.0
Juushinki Pandora,6.41,598.0,TV,26.0,23.0
Twin Angel Break,5.93,276.0,TV,12.0,23.0
Shima Kousaku no Asia Risshi-den,5.83,936.0,TV,26.0,36.0
Shima Kousaku no Asia Risshi-den Specials,5.0,160.0,Special,4.0,40.0
Shima Kousaku no Asia Shinseki-den,5.77,20.0,TV,,20.0
Bishoujo Yuugi Unit Crane Game Girls Galaxy,4.78,156.0,TV,12.0,13.0
Heibai Wushang,6.4,132.0,ONA,12.0,11.0
Re:Petit kara Hajimeru Isekai Seikatsu,6.83,28.0,Special,14.0,2.0
Zenryoku Yobikou 5.5 Seminar,5.42,36.0,ONA,9.0,4.0
Idol Memories,5.35,144.0,TV,12.0,12.0
BanG Dream!,6.97,312.0,TV,13.0,24.0
Hungry Zombie Francesca!!,5.34,16.0,Music,2.0,8.0
ViVid Strike!,7.23,288.0,TV,12.0,24.0
Na Sa Er Ding,4.7,550.0,TV,50.0,11.0
Menghuan Xiyou,6.5,325.0,ONA,13.0,25.0
Menghuan Xiyou 2,6.08,325.0,ONA,13.0,25.0
Mo Jing Lieren,5.92,312.0,ONA,26.0,12.0
Mo Jing Lieren 2nd Season,6.22,312.0,ONA,26.0,12.0
Mo Jing Lieren 3rd Season,6.57,377.0,ONA,29.0,13.0
Ling Qi,7.18,280.0,ONA,20.0,14.0
Xing You Ji,6.93,312.0,TV,26.0,12.0
Hitorijime My Hero,7.61,288.0,TV,12.0,24.0
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,6.76,104.0,ONA,13.0,8.0
Kagi Hime Monogatari: Eikyuu Alice Rondo - Extra Song,5.75,6.0,Music,6.0,1.0
Soushin Shoujo Matoi,6.76,288.0,TV,12.0,24.0
Xingji Biaoche Wang,5.04,1144.0,TV,52.0,22.0
Feng Shu Zhan Jing,5.64,572.0,TV,26.0,22.0
Nazotokine,4.91,84.0,TV,12.0,7.0
Tong Zhi Zhe,6.61,100.0,ONA,10.0,10.0
Chao Shen Youxi,5.06,200.0,ONA,25.0,8.0
AOTU Shijie,6.69,384.0,ONA,32.0,12.0
Bikini Warriors OVA,5.7,20.0,OVA,5.0,4.0
Seihou Bukyou Outlaw Star Specials,7.17,50.0,Special,2.0,25.0
Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama,4.27,480.0,ONA,12.0,40.0
Saiyuuki Reload Blast,7.33,276.0,TV,12.0,23.0
Neko no Dayan: Fushigi Gekijou,5.56,90.0,TV,30.0,3.0
Gabriel DropOut,7.58,276.0,TV,12.0,23.0
Inazuma Eleven: Ares no Tenbin,7.01,598.0,TV,26.0,23.0
Tian Xin Ge Ge,6.59,1144.0,TV,52.0,22.0
Fuuka,6.71,288.0,TV,12.0,24.0
Anitore! XX: Hitotsu Yane no Shita de,5.68,48.0,TV,12.0,4.0
Tian Xin Ge Ge 2nd Season,7.29,1144.0,TV,52.0,22.0
Ma Shen,6.29,192.0,ONA,16.0,12.0
