name,score,total_runtime,type,episodes,duration_minutes
Hetalia: The World Twinkle,7.55,75.0,ONA,15.0,5.0
Punch Line,7.1,276.0,TV,12.0,23.0
Ranpo Kitan: Game of Laplace,6.69,253.0,TV,11.0,23.0
Subete ga F ni Naru: The Perfect Insider,7.31,253.0,TV,11.0,23.0
Koutetsujou no Kabaneri,7.3,264.0,TV,12.0,22.0
Go! Princess Precure,7.78,1200.0,TV,50.0,24.0
Duan Nao,6.58,224.0,ONA,16.0,14.0
Yamada-kun to 7-nin no Majo,7.82,288.0,TV,12.0,24.0
Fate/stay night: Unlimited Blade Works 2nd Season,8.39,299.0,TV,13.0,23.0
Ginga Tetsudou 999 (ONA),6.38,90.0,ONA,6.0,15.0
Shouwa Genroku Rakugo Shinjuu,8.62,338.0,TV,13.0,26.0
Futa-bu!!,7.27,40.0,OVA,2.0,20.0
Gunslinger Stratos: The Animation,6.17,276.0,TV,12.0,23.0
Bamboo Blade: Fanfu-Fufe-Fo,5.56,6.0,Special,2.0,3.0
Mikagura Gakuen Kumikyoku (TV),6.79,288.0,TV,12.0,24.0
Okusama ga Seitokaichou!,6.82,96.0,TV,12.0,8.0
Himouto! Umaru-chan,7.36,288.0,TV,12.0,24.0
Chain Chronicle: Haecceitas no Hikari,6.82,288.0,TV,12.0,24.0
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,7.01,276.0,TV,12.0,23.0
Takamiya Nasuno Desu!: Teekyuu Spin-off,6.49,24.0,TV,12.0,2.0
Kaitou Joker 2nd Season,7.33,312.0,TV,13.0,24.0
Hidan no Aria AA,6.37,276.0,TV,12.0,23.0
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,4.19,22.0,ONA,11.0,2.0
Setsuzoku Muyou,5.29,78.0,TV,26.0,3.0
Haikyuu!! Second Season,8.86,600.0,TV,25.0,24.0
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.87,276.0,TV,12.0,23.0
Disney Tsum Tsum,6.27,2.0,TV,,2.0
Owari no Seraph: Nagoya Kessen-hen,7.77,276.0,TV,12.0,23.0
Vampire Holmes,3.52,36.0,TV,12.0,3.0
Gintama°,9.13,1224.0,TV,51.0,24.0
To LOVE-Ru Darkness 2nd,7.68,276.0,TV,12.0,23.0
Ame-iro Cocoa,4.76,24.0,TV,12.0,2.0
Charlotte,7.91,312.0,TV,13.0,24.0
Lena lena,5.89,65.0,TV,13.0,5.0
Wooser no Sono Higurashi: Mugen-hen,6.69,91.0,TV,13.0,7.0
Robot Girls Z Plus,6.28,48.0,ONA,6.0,8.0
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.48,39.0,TV,13.0,3.0
Lovely x Cation The Animation,7.3,60.0,OVA,2.0,30.0
Wangpai Yushi,6.76,351.0,ONA,39.0,9.0
Yaoguai Mingdan,7.16,234.0,ONA,18.0,13.0
Grisaia no Rakuen,8.02,240.0,TV,10.0,24.0
Washimo 2nd Season,4.56,240.0,TV,24.0,10.0
Grisaia no Kajitsu Specials,6.98,18.0,Special,6.0,3.0
Sore ga Seiyuu!,7.09,299.0,TV,13.0,23.0
Daitoshokan no Hitsujikai Picture Drama,6.36,54.0,Special,6.0,9.0
Tomodachi de Iyou ne,6.18,130.0,TV,26.0,5.0
Genkaku Cool na Sensei ga Aheboteochi!,7.25,34.0,OVA,2.0,17.0
Classical Sex-Zone,5.07,84.0,OVA,3.0,28.0
Ghost in the Shell: Arise - Alternative Architecture,7.31,240.0,TV,10.0,24.0
Beanuts,4.88,10.0,Special,2.0,5.0
Kareshi wa Hammerhead Shark,4.07,1.0,TV,,1.0
Jam the Housnail,6.77,75.0,TV,15.0,5.0
Tick & Tack,4.73,90.0,TV,18.0,5.0
Naccio to Pomm,5.5,205.0,TV,41.0,5.0
Bip to Bap,5.94,20.0,TV,4.0,5.0
Robot Pulta,5.54,5.0,TV,,5.0
Chii-chan to Hige Ojisan,4.93,50.0,TV,10.0,5.0
Momonga-mon,5.21,5.0,TV,,5.0
Shiro Hon,5.58,30.0,TV,6.0,5.0
Pinky Wakuwaku Tabi Stroll,4.67,7.0,ONA,7.0,1.0
Ousama Monogatari,5.13,5.0,TV,,5.0
Shiritori Oukoku,4.53,15.0,TV,3.0,5.0
Oni Keibu Anpan,5.86,10.0,Special,2.0,5.0
Liv & Bell,5.55,5.0,TV,,5.0
En En Nikoli,4.78,15.0,Special,3.0,5.0
Teach,6.88,5.0,TV,,5.0
Mori no Ratio,5.62,5.0,TV,,5.0
Straw Byururu,5.66,5.0,TV,,5.0
Eddie the Fast Break,5.35,5.0,TV,,5.0
Ken to Kaijuu,5.5,30.0,TV,6.0,5.0
Ongaku Sekai Ryokou,4.0,20.0,TV,4.0,5.0
Gakkyuu Ou Yamazaki Specials,6.0,48.0,Special,2.0,24.0
Bubaga,5.36,40.0,TV,8.0,5.0
Daisuki! Nendomama,5.36,45.0,TV,9.0,5.0
Saikin Ponta,5.81,60.0,TV,12.0,5.0
Toko-chan Chokkin,5.42,15.0,TV,3.0,5.0
Talpy,8.0,65.0,TV,13.0,5.0
Paniponi,5.33,240.0,TV,48.0,5.0
Karasu no Puuta,6.33,10.0,TV,2.0,5.0
Hamster Sam,5.6,20.0,TV,4.0,5.0
Kagee Mukashibanashi,6.11,975.0,TV,65.0,15.0
Mankitsu Happening,7.86,120.0,OVA,4.0,30.0
Denpa Kyoushi,6.98,552.0,TV,24.0,23.0
Kurokan,6.53,396.0,ONA,33.0,12.0
Double Hard,6.65,312.0,ONA,26.0,12.0
6HP (Six Hearts Princess),6.23,22.0,Special,,22.0
Duel Masters VSR,5.66,1224.0,TV,51.0,24.0
Shoujo Kyouiku,6.67,32.0,OVA,2.0,16.0
Nar Doma,5.5,52.0,TV,26.0,2.0
"Eikoku Ikka, Nihon wo Taberu",6.4,456.0,TV,24.0,19.0
Peeping Life x I-O Data: Quiz!! Input Output,4.02,40.0,ONA,8.0,5.0
Ienai Koto The Animation,6.18,30.0,OVA,2.0,15.0
Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,5.22,20.0,TV,10.0,2.0
Notteke Explet's,5.57,78.0,TV,26.0,3.0
Shitamachi Alien PapiPipiPupi,7.13,26.0,ONA,13.0,2.0
Buonomo,5.14,26.0,ONA,13.0,2.0
Korokoro Animal,5.55,60.0,TV,60.0,1.0
Kaden Manzai John TV Show!,4.5,75.0,TV,25.0,3.0
Warai no Show Gakkou,6.3,20.0,TV,20.0,1.0
Kabushiki Kaisha Zoo,6.42,24.0,TV,12.0,2.0
JU Chuuko Jidousha Hanbaishi x Peeping Life,4.98,10.0,ONA,2.0,5.0
Taboo Tattoo,5.95,288.0,TV,12.0,24.0
Jitsu wa Watashi wa,7.05,299.0,TV,13.0,23.0
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.47,276.0,TV,12.0,23.0
Gochuumon wa Usagi Desu ka??,7.93,276.0,TV,12.0,23.0
Overlord,8.08,312.0,TV,13.0,24.0
Channel 5.5 4th Season,5.32,20.0,ONA,4.0,5.0
Channel 5.5,5.47,20.0,ONA,4.0,5.0
Channel 5.5 2nd Season,5.3,20.0,ONA,4.0,5.0
Channel 5.5 3rd Season,5.66,20.0,ONA,4.0,5.0
Onnanoko tte.,5.69,4.0,Special,4.0,1.0
47 Todoufuken Specials,5.76,8.0,Special,2.0,4.0
Akuei to Gacchinpo,4.56,325.0,TV,13.0,25.0
Akuei to Gacchinpo: Tenkomori,4.44,300.0,TV,12.0,25.0
Omakase! Miracle Cat-dan,5.29,320.0,TV,32.0,10.0
Nekoronde Mite ne.,4.22,14.0,ONA,14.0,1.0
Ushio to Tora (TV),7.66,624.0,TV,26.0,24.0
BAR Kiraware Yasai,5.04,13.0,TV,13.0,1.0
Chu Feng: B.E.E,6.0,96.0,ONA,6.0,16.0
Junai Maniac,6.51,38.0,OVA,2.0,19.0
Kedamono-tachi no Sumu Ie de,6.36,54.0,OVA,2.0,27.0
Qin Shi Ming Yue: Kong Shan Niao Yu,6.72,78.0,ONA,3.0,26.0
Qin Shi Ming Yue: Junlin Tianxia,7.25,1950.0,ONA,75.0,26.0
Million Doll,4.84,44.0,TV,11.0,4.0
"Diabolik Lovers More,Blood",6.06,144.0,TV,12.0,12.0
Dance with Devils,6.67,276.0,TV,12.0,23.0
Super Short Comics,5.78,40.0,ONA,8.0,5.0
Momokuri,7.21,312.0,ONA,26.0,12.0
ReLIFE,8.13,299.0,TV,13.0,23.0
Nanbaka,7.42,299.0,TV,13.0,23.0
Otenki Boys,6.75,120.0,TV,30.0,4.0
Ekubo Ouji,5.93,100.0,TV,50.0,2.0
Meisaku World,5.55,975.0,TV,39.0,25.0
Sekai Meisaku Douwa Series,6.68,100.0,TV,4.0,25.0
Video Ehonkan Sekai Meisaku Douwa,5.21,650.0,OVA,26.0,25.0
Jewelpet Magical Change,6.63,936.0,TV,39.0,24.0
Dolittle-sensei Monogatari,5.88,286.0,TV,13.0,22.0
Future Card Buddyfight Hundred,6.9,1200.0,TV,50.0,24.0
Kkurukkuruwa Chingudeul,4.5,312.0,TV,13.0,24.0
Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,6.65,28.0,Special,7.0,4.0
Hello Kitty to Miyou: Aesop Monogatari,5.04,120.0,OVA,4.0,30.0
Ryoutei no Aji,6.6,1.0,Special,,1.0
Zombie Clay Animation: Life of the Dead,4.83,12.0,OVA,4.0,3.0
Chaos Dragon: Sekiryuu Seneki,5.77,288.0,TV,12.0,24.0
Yancharu Moncha,6.06,80.0,TV,80.0,1.0
Futari wa Nakayoshi: Goo to Sue,5.47,84.0,TV,84.0,1.0
Yowamushi Monsters,5.54,1.0,TV,,1.0
Spoon-hime no Swing Kitchen,8.25,1.0,TV,,1.0
Fushigina Ano Ko wa Sutekina Kono Ko,5.29,1.0,TV,,1.0
Akagami no Shirayuki-hime,7.91,288.0,TV,12.0,24.0
Danchigai,6.63,36.0,TV,12.0,3.0
Konna Ko Iru kana,6.56,1.0,TV,,1.0
Uwabaki Cook,5.0,39.0,TV,13.0,3.0
Rusuden Hour: Sodan Brothers,7.43,125.0,TV,25.0,5.0
Nyuru Nyuru!! Kakusen-kun 2nd Season,5.16,65.0,TV,13.0,5.0
Kamiusagi Rope 3,4.8,24.0,Movie,12.0,2.0
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,5.84,2.0,TV,,2.0
au x Rope,3.66,6.0,ONA,3.0,2.0
Takarakuji x Rope,4.63,10.0,ONA,5.0,2.0
Kamiusagi Rope (ONA),5.0,2.0,ONA,,2.0
Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu,6.26,1144.0,TV,52.0,22.0
Tiger & Bunny Recaps,6.24,190.0,OVA,2.0,95.0
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.47,276.0,TV,12.0,23.0
Tsubasa to Hotaru (2015),6.54,4.0,Special,4.0,1.0
Aoharu x Kikanjuu,7.28,288.0,TV,12.0,24.0
Diamond no Ace: Second Season,8.4,1224.0,TV,51.0,24.0
Hyakka Ryouran: Samurai After Specials,6.58,10.0,Special,2.0,5.0
Prison School,7.88,288.0,TV,12.0,24.0
Kuro no Kyoushitsu,6.62,62.0,OVA,2.0,31.0
Gakuen de Jikan yo Tomare,7.25,116.0,OVA,4.0,29.0
Space☆Dandy 2nd Season Picture Drama,6.3,18.0,Special,3.0,6.0
Venus Project: Climax,5.4,138.0,TV,6.0,23.0
Okane ga Nai Specials,6.32,4.0,Special,4.0,1.0
Momoiro Milk,6.43,42.0,OVA,2.0,21.0
One Punch Man,8.71,288.0,TV,12.0,24.0
Yuru Yuri San☆Hai!,8.02,276.0,TV,12.0,23.0
Dededen,5.85,5.0,Special,5.0,1.0
Mini Hama: Minimum Hamatora,6.42,40.0,TV,8.0,5.0
Rakudai Kishi no Cavalry,7.73,276.0,TV,12.0,23.0
Monster Musume no Iru Nichijou,7.27,276.0,TV,12.0,23.0
Yuuyake Dandan,5.89,23.0,Movie,23.0,1.0
Kuroko no Basket 3rd Season NG-shuu,7.88,18.0,Special,9.0,2.0
Strike the Blood: Valkyria no Oukoku-hen,7.41,46.0,OVA,2.0,23.0
Funassyi no Funafunafuna Biyori,6.61,130.0,TV,130.0,1.0
The iDOLM@STER Cinderella Girls 2nd Season,7.4,288.0,TV,12.0,24.0
Nanatsu no Taizai OVA,7.75,48.0,OVA,2.0,24.0
Wakaba*Girl,6.95,91.0,TV,13.0,7.0
Shinmai Maou no Testament Burst,7.12,230.0,TV,10.0,23.0
Lemon Home Animation Gekijou,4.49,6.0,ONA,3.0,2.0
Akatsuki no Yona OVA,8.15,69.0,OVA,3.0,23.0
Starmyu,7.07,288.0,TV,12.0,24.0
Aquarion Logos,5.84,624.0,TV,26.0,24.0
Classroom☆Crisis,7.11,312.0,TV,13.0,24.0
Miss Monochrome: The Animation 2,6.57,91.0,TV,13.0,7.0
Valkyrie Drive: Mermaid,6.27,288.0,TV,12.0,24.0
Pikaia!,6.04,195.0,TV,13.0,15.0
Nepos Napos,6.57,156.0,TV,26.0,6.0
Gon 2nd Season,6.07,312.0,TV,26.0,12.0
Happy Jozy,4.54,1.0,TV,,1.0
Shi Xiong,6.76,328.0,ONA,41.0,8.0
Panpaka Pants O-New!,4.05,130.0,TV,26.0,5.0
Kankou Taisen Saitama: Sakuya no Tatakai,4.47,28.0,ONA,4.0,7.0
Wakako-zake,6.68,24.0,TV,12.0,2.0
Maro no Kanja wa Gatenkei,6.07,48.0,OVA,2.0,24.0
Kyoufu Shinbun (2014),5.66,160.0,ONA,16.0,10.0
Shinmai Maou no Testament Specials,6.93,18.0,Special,6.0,3.0
Himitsukessha Taka no Tsume DO,5.0,190.0,TV,38.0,5.0
Steins;Gate 0,8.61,529.0,TV,23.0,23.0
ChäoS;Child,6.53,276.0,TV,12.0,23.0
Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,5.89,12.0,Special,12.0,1.0
Noragami Aragoto,8.39,312.0,TV,13.0,24.0
Ba La La Xiao Mo Xian Zhi: Caihong Xin Shi,6.16,864.0,TV,36.0,24.0
Kagewani,6.49,91.0,TV,13.0,7.0
Rasen Sokou no Dystopia,6.1,60.0,OVA,2.0,30.0
Gakusen Toshi Asterisk,7.1,276.0,TV,12.0,23.0
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,7.7,312.0,TV,13.0,24.0
Funassyi to Yukaina Kyoudai,4.44,12.0,ONA,4.0,3.0
Teekyuu 5,6.82,24.0,TV,12.0,2.0
Great Hunt,4.86,76.0,TV,19.0,4.0
Ane Yome Quartet,7.3,54.0,OVA,2.0,27.0
Animegatari,6.0,8.0,Movie,8.0,1.0
Princess Princess Specials,6.66,12.0,Special,12.0,1.0
Perman (1983) Specials,5.92,36.0,Special,3.0,12.0
Shin Atashin'chi,7.2,598.0,TV,26.0,23.0
Itoshi no Muco,6.85,300.0,TV,25.0,12.0
Long Riders!,6.64,276.0,TV,12.0,23.0
Ansatsu Kyoushitsu 2nd Season,8.64,575.0,TV,25.0,23.0
Queen's Blade: Grimoire,6.32,58.0,OVA,2.0,29.0
Dragon Ball Super,7.71,3013.0,TV,131.0,23.0
Kakko Kawaii Sengen! Specials,5.09,42.0,Special,14.0,3.0
Makura no Danshi,4.72,48.0,TV,12.0,4.0
Kamisama Hajimemashita: Kako-hen,8.52,120.0,OVA,4.0,30.0
Owari no Seraph: Owaranai Seraph,7.39,36.0,Special,9.0,4.0
Hacka Doll The Animation,6.5,91.0,TV,13.0,7.0
Saenai Heroine no Sodatekata ♭,7.88,242.0,TV,11.0,22.0
Shingeki no Bahamut: Virgin Soul,7.54,552.0,TV,24.0,23.0
Young Black Jack,7.29,288.0,TV,12.0,24.0
Hyoudou Ibuki: Kanpeki Ibuki Kaichou ga Kousoku Do M!? na Wake,6.8,60.0,OVA,2.0,30.0
Fushigi na Somera-chan,5.92,36.0,TV,12.0,3.0
Saijaku Muhai no Bahamut,6.85,276.0,TV,12.0,23.0
Usavich Zero,6.24,13.0,TV,13.0,1.0
himitsukesshatakanotsume.jp Specials,5.43,10.0,Special,2.0,5.0
Monster Strike,6.63,408.0,ONA,51.0,8.0
Maid-san to Boin Damashii,5.56,32.0,OVA,2.0,16.0
Kaijuu Sakaba Kanpai!,4.88,39.0,TV,13.0,3.0
Matsubara-kun,4.12,5.0,ONA,5.0,1.0
Bikini Warriors,5.29,48.0,TV,12.0,4.0
Bakuon!!,6.51,276.0,TV,12.0,23.0
Schwarzesmarken,6.91,276.0,TV,12.0,23.0
Netoraserare,5.68,34.0,OVA,2.0,17.0
Suzakinishi The Animation,5.49,36.0,TV,12.0,3.0
Kono Subarashii Sekai ni Shukufuku wo!,8.18,230.0,TV,10.0,23.0
Many Things SD Gundam,5.3,6.0,Special,2.0,3.0
Nekota no Koto ga Kininatte Shikatanai. (ONA),6.36,4.0,ONA,4.0,1.0
Q Transformers: Saranaru Ninki Mono e no Michi,5.62,39.0,TV,13.0,3.0
Happy Bogeys,6.4,12.0,Movie,12.0,1.0
Washimo 3rd Season,4.09,440.0,TV,44.0,10.0
Noragami Aragoto OVA,8.07,46.0,OVA,2.0,23.0
Oni Chichi: Refresh♥,7.17,72.0,OVA,4.0,18.0
Boo Boo Boy,4.62,52.0,TV,26.0,2.0
Deban Desu Yo! Onigirizu,4.22,30.0,TV,6.0,5.0
HaruChika: Haruta to Chika wa Seishun suru,6.42,288.0,TV,12.0,24.0
Utawarerumono: Itsuwari no Kamen,7.32,575.0,TV,25.0,23.0
Yuru Yuri Nachuyachumi!+,7.84,48.0,Special,2.0,24.0
Owanko,5.14,7.0,ONA,7.0,1.0
Tales of Zestiria the X,7.45,276.0,TV,12.0,23.0
Kurayami Santa,5.19,39.0,TV,13.0,3.0
Kowabon,5.29,39.0,TV,13.0,3.0
Arslan Senki (TV) Specials,6.72,8.0,Special,8.0,1.0
Jakusansei Million Arthur,6.4,60.0,ONA,60.0,1.0
Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama,5.09,15.0,OVA,3.0,5.0
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,7.1,48.0,OVA,2.0,24.0
Himouto! Umaru-chan OVA,7.35,46.0,OVA,2.0,23.0
DD Hokuto no Ken 2 Ichigo Aji+,5.89,276.0,TV,12.0,23.0
Norasco (TV),4.94,86.0,TV,43.0,2.0
Norasco: Cinema Point Card-hen,6.29,10.0,Movie,10.0,1.0
Inferno Cop Specials,6.22,6.0,Special,3.0,2.0
Boku dake ga Inai Machi,8.54,276.0,TV,12.0,23.0
Kamisama Minarai: Himitsu no Cocotama,6.23,3336.0,TV,139.0,24.0
Beyblade Burst,6.57,1224.0,TV,51.0,24.0
Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,7.09,30.0,Special,5.0,6.0
Onaka Hime,5.44,9.0,ONA,3.0,3.0
Hime Chen! Otogi Chikku Idol Lilpri (2011),6.83,255.0,TV,51.0,5.0
Etotama Specials,6.59,12.0,Special,6.0,2.0
"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",5.2,15.0,TV,5.0,3.0
Show By Rock!!: Legend of Shingan Crimsonz,6.02,3.0,ONA,3.0,1.0
Show By Rock!!: Plasmagica na Gogo,5.87,3.0,ONA,3.0,1.0
PikkaPika Summer,5.0,155.0,TV,31.0,5.0
Anne Happy♪,7.06,276.0,TV,12.0,23.0
Komori-san wa Kotowarenai!,6.28,24.0,TV,12.0,2.0
Hibike! Euphonium: Suisougaku-bu no Nichijou,6.75,14.0,Special,7.0,2.0
Ushio to Tora (TV) 2nd Season,8.04,312.0,TV,13.0,24.0
Hatsukoi Monster,5.87,288.0,TV,12.0,24.0
Ano Ko to Ii Koto,6.89,38.0,OVA,2.0,19.0
Overlord: Ple Ple Pleiades,7.07,24.0,Special,8.0,3.0
Ame-iro Cocoa: Rainy Color e Youkoso!,4.85,24.0,TV,12.0,2.0
Onsen Yousei Hakone-chan,5.88,39.0,TV,13.0,3.0
Concrete Revolutio: Choujin Gensou,6.78,312.0,TV,13.0,24.0
Xi Yang Yang Yu Hui Tai Lang,6.11,15.0,TV,,15.0
ClassicaLoid,6.47,600.0,TV,25.0,24.0
Hetalia: The World Twinkle Specials,7.51,15.0,Special,3.0,5.0
Dimension W,7.29,288.0,TV,12.0,24.0
Akagami no Shirayuki-hime 2nd Season,8.12,288.0,TV,12.0,24.0
Osomatsu-san,8.14,575.0,TV,25.0,23.0
Yakyuubu Aruaru,3.78,15.0,TV,3.0,5.0
Uta no☆Prince-sama♪ Maji Love Legend Star,7.36,312.0,TV,13.0,24.0
Owarimonogatari,8.46,312.0,TV,12.0,26.0
Watashi ga Toriko ni Natte Yaru,6.95,60.0,OVA,2.0,30.0
Cardfight!! Vanguard G: GIRS Crisis-hen,6.88,624.0,TV,26.0,24.0
Tantei Team KZ Jiken Note,6.25,144.0,TV,16.0,9.0
Phantasy Star Online 2 The Animation,6.44,288.0,TV,12.0,24.0
Kindaichi Shounen no Jikenbo Returns 2nd Season,7.79,528.0,TV,22.0,24.0
Servamp,7.1,288.0,TV,12.0,24.0
Lu Shidai,6.73,140.0,ONA,14.0,10.0
Himouto! Umaru-chanS,6.99,24.0,Special,12.0,2.0
Ganbare-bu Next!,5.05,12.0,TV,6.0,2.0
Kotori Samba,4.92,240.0,TV,240.0,1.0
Re:Zero kara Hajimeru Isekai Seikatsu,8.39,625.0,TV,25.0,25.0
Choegang Habche: Mix Master,6.35,936.0,TV,39.0,24.0
Mobile Suit Gundam: Iron-Blooded Orphans,8.02,600.0,TV,25.0,24.0
Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,7.17,18.0,Special,6.0,3.0
Robo to Shoujo (Kari): Oshirase Gekijou (Kari),4.0,5.0,ONA,5.0,1.0
Yonimo Kimyou na Man☆Gatarou,5.3,64.0,OVA,8.0,8.0
Comet Lucifer,5.94,276.0,TV,12.0,23.0
12-sai. 2nd Season,6.34,52.0,OVA,4.0,13.0
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,7.43,18.0,Special,6.0,3.0
Shokugeki no Souma OVA,7.47,50.0,OVA,2.0,25.0
Hundred,6.56,288.0,TV,12.0,24.0
Drifters,8.03,276.0,TV,12.0,23.0
Osiris no Tenbin,5.79,60.0,ONA,10.0,6.0
Grisaia no Rakuen Specials,7.16,15.0,Special,5.0,3.0
Mori no Ongakudan,6.13,26.0,ONA,13.0,2.0
Tonkatsu DJ Agetarou,7.17,108.0,TV,12.0,9.0
Shingeki! Kyojin Chuugakkou,7.06,204.0,TV,12.0,17.0
Flying Witch,7.59,276.0,TV,12.0,23.0
To LOVE-Ru Darkness 2nd OVA,7.74,66.0,OVA,3.0,22.0
Mesu Kyoushi 4: Kegasareta Kyoudan,6.84,68.0,OVA,4.0,17.0
Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,6.66,38.0,OVA,2.0,19.0
Creamy Pie,6.57,42.0,OVA,2.0,21.0
Soul Worker: Your Destiny Awaits,5.98,15.0,ONA,5.0,3.0
Colosseum no Senki: Another Story,5.94,40.0,OVA,2.0,20.0
Netoge no Yome wa Onnanoko ja Nai to Omotta?,7.04,288.0,TV,12.0,24.0
Joker Game,7.12,276.0,TV,12.0,23.0
Mini Van 2nd Season,6.09,78.0,TV,26.0,3.0
Nijiiro Days,7.48,312.0,TV,24.0,13.0
Binan Koukou Chikyuu Boueibu LOVE! LOVE!,7.17,288.0,TV,12.0,24.0
Minami Kamakura Koukou Joshi Jitenshabu,6.24,276.0,TV,12.0,23.0
Zinba,6.59,1196.0,TV,52.0,23.0
Terra Formars Revenge,6.85,312.0,TV,13.0,24.0
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.65,300.0,TV,12.0,25.0
Wagamama High Spec,5.45,36.0,TV,12.0,3.0
Teekyuu 6,6.73,24.0,TV,12.0,2.0
Musaigen no Phantom World,6.99,312.0,TV,13.0,24.0
Norn9: Norn+Nonet,6.68,288.0,TV,12.0,24.0
Code:Realize - Sousei no Himegimi,6.7,276.0,TV,12.0,23.0
Pichiko Dakyuubu,4.58,29.0,TV,29.0,1.0
MILPOM★,4.81,30.0,ONA,6.0,5.0
Bungou Stray Dogs,7.82,276.0,TV,12.0,23.0
Hantsu x Trash,5.26,36.0,OVA,3.0,12.0
Pan de Peace!,5.62,39.0,TV,13.0,3.0
Huyao Xiao Hongniang,7.31,169.0,ONA,13.0,13.0
High School Fleet,7.33,288.0,TV,12.0,24.0
Ninja-tai Gatchaman ZIP!,5.8,475.0,TV,475.0,1.0
Anitore! EX,5.52,48.0,TV,12.0,4.0
Larva,5.98,156.0,TV,26.0,6.0
Manaria Friends,6.52,150.0,TV,10.0,15.0
Kyoufu! Zombie Neko,5.75,260.0,TV,52.0,5.0
Sekkou Boys,6.34,84.0,TV,12.0,7.0
Peeping Life TV: Season 1??,5.73,276.0,TV,12.0,23.0
Doushitemo Eto ni Hairitai,6.49,78.0,TV,13.0,6.0
Prince of Stride: Alternative,7.02,288.0,TV,12.0,24.0
Miss Monochrome: The Animation 3,6.61,91.0,TV,13.0,7.0
Sansha Sanyou,7.17,288.0,TV,12.0,24.0
Ketsuekigata-kun! 3,6.46,24.0,TV,12.0,2.0
Brave Beats,6.58,506.0,TV,22.0,23.0
JK Meshi!,4.64,78.0,TV,26.0,3.0
Ajin,7.64,312.0,TV,13.0,24.0
All Out!!,7.2,600.0,TV,25.0,24.0
Pokemon XY&Z,7.77,1081.0,TV,47.0,23.0
Rokka no Yuusha Picture Drama,6.62,33.0,Special,3.0,11.0
Kaette Kite yoo Toyama kara,4.4,12.0,ONA,4.0,3.0
Kyoukai no Rinne 2nd Season,7.26,600.0,TV,25.0,24.0
Kanojo ga Kanji wo Suki na Riyuu.,5.41,4.0,ONA,2.0,2.0
Ooyasan wa Shishunki!,6.61,24.0,TV,12.0,2.0
Granblue Fantasy The Animation,6.81,299.0,TV,13.0,23.0
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",6.46,576.0,TV,24.0,24.0
Monster Hunter Stories: Ride On,6.29,1800.0,TV,75.0,24.0
Sushi Police,4.69,39.0,TV,13.0,3.0
Dagashi Kashi,6.7,288.0,TV,12.0,24.0
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",7.89,276.0,TV,12.0,23.0
Fuusen Inu Tinny 2nd Season,5.08,130.0,TV,26.0,5.0
3-gatsu no Lion,8.44,550.0,TV,22.0,25.0
Ponkotsu Quest: Maou to Haken no Mamono-tachi,6.04,3.0,ONA,,3.0
Kaitou Joker 3rd Season,7.29,312.0,TV,13.0,24.0
Larva 2nd Season,6.12,68.0,TV,34.0,2.0
Larva 3rd Season,6.01,26.0,TV,26.0,1.0
Super Lovers,7.47,240.0,TV,10.0,24.0
Chuugakusei,4.8,74.0,OVA,2.0,37.0
San Mao Liu Lang Ji,6.46,625.0,TV,25.0,25.0
Gogulyeoui Jeolm-eun Musadeul,5.33,27.0,TV,,27.0
Gakken no Zunou Kaihatsu Video,5.33,374.0,OVA,17.0,22.0
Witch Village Story,5.0,72.0,TV,24.0,3.0
Good Morning!!! Doronjo,5.65,243.0,TV,243.0,1.0
Fate/kaleid liner Prisma☆Illya 3rei!!,7.66,288.0,TV,12.0,24.0
Divine Gate,5.77,276.0,TV,12.0,23.0
Rewrite,6.81,312.0,TV,13.0,24.0
Nanatsu no Taizai: Seisen no Shirushi,7.4,96.0,TV,4.0,24.0
Bishoujo Senshi Sailor Moon Crystal Season III,7.82,312.0,TV,13.0,24.0
